Accepted_Latin_Name,Common,Created_By,Family,Genus,Latin_Name,Order,PLANTS_Code,Rank_Name,Species,Subspecies,Synonym,Updated_By,ACAD_ED,Accepted_Found,Aquatic,Exotic,Fern_Ally,Graminoid,Herbaceous,Moss_Lichen,Shrub,Tree,TSN,TSN_Accepted,Vine,CoC_ME_ACAD,Created_Date,Updated_Date,Invasive,Author,Canopy_Exclusion,Favorites,Protected_species,Coef_wetness
Sambucus nigra ssp. canadensis,American black elderberry,NA,Adoxaceae,Sambucus,Sambucus nigra ssp. canadensis,Dipsacales,SANIC4,Subspecies,nigra,canadensis,Sambucus nigra,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,525079,525079,FALSE,3,6/14/2012,10/21/2013,FALSE,(L.) R. Bolli,FALSE,FALSE,FALSE,-3
Sambucus nigra ssp. nigra,European black elderberry,NA,Adoxaceae,Sambucus,Sambucus nigra ssp. nigra,Dipsacales,SANIN2,Subspecies,nigra,nigra,Sambucus nigra,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,525081,525081,FALSE,0,10/21/2013,10/21/2013,FALSE,L.,FALSE,FALSE,FALSE,-3
Sambucus racemosa,red elderberry,NA,Adoxaceae,Sambucus,Sambucus racemosa,Dipsacales,SARA2,Species,racemosa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35326,35326,FALSE,5,6/14/2012,10/21/2013,FALSE,L.,FALSE,FALSE,FALSE,3
Saponaria officinalis,bouncingbet,NA,Caryophyllaceae,Saponaria,Saponaria officinalis,Caryophyllales,SAOF4,Species,officinalis,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20039,20039,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Sarracenia purpurea,purple pitcherplant,NA,Sarraceniaceae,Sarracenia,Sarracenia purpurea,Ericales,SAPU4,Species,purpurea,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,21993,21993,FALSE,7,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Schoenoplectus acutus,hardstem bulrush,{8330C84C-E3CB-45E0-99A3-133519C3A7AD},Cyperaceae,Schoenoplectus,Schoenoplectus acutus,Poales,SCAC3,Species,acutus,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,507785,507785,FALSE,5,10/11/2012,10/11/2012,FALSE,(Muhl. ex Bigelow) ├ü. L├╢ve & D. L├╢ve,FALSE,FALSE,FALSE,-5
Scirpus,bulrush,NA,Cyperaceae,Scirpus,Scirpus,Poales,SCIRP,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40225,40225,FALSE,2.8,6/14/2012,10/22/2013,FALSE,L.,FALSE,FALSE,FALSE,NA
Scirpus atrocinctus,blackgirdle bulrush,NA,Cyperaceae,Scirpus,Scirpus atrocinctus,Poales,SCAT4,Species,atrocinctus,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40243,40243,FALSE,3,3/27/2014,3/27/2014,FALSE,Fernald,FALSE,FALSE,FALSE,-5
Scirpus atrovirens,green bulrush,NA,Cyperaceae,Scirpus,Scirpus atrovirens,Poales,SCAT2,Species,atrovirens,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40227,40227,FALSE,2,6/14/2012,10/22/2013,FALSE,Willd.,FALSE,FALSE,FALSE,-5
Scirpus cyperinus,woolgrass,NA,Cyperaceae,Scirpus,Scirpus cyperinus,Poales,SCCY,Species,cyperinus,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40228,40228,FALSE,2,6/14/2012,10/24/2013,FALSE,(L.) Kunth,FALSE,FALSE,FALSE,-5
Scirpus microcarpus,red-tinge bulrush,NA,Cyperaceae,Scirpus,Scirpus microcarpus,Poales,SCMI2,Species,microcarpus,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40235,40235,FALSE,4,8/8/2024 8:03,8/8/2024 8:03,FALSE,J. Presl & J. Presl,FALSE,FALSE,FALSE,-5
Scirpus pedicellatus,stalked bulrush,NA,Cyperaceae,Scirpus,Scirpus pedicellatus,Poales,SCPE3,Species,pedicellatus,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40272,40272,FALSE,4,8/8/2024 8:03,8/8/2024 8:03,FALSE,Fernald,FALSE,FALSE,FALSE,-5
Scrophularia,figwort,NA,Scrophulariaceae,Scrophularia,Scrophularia,Lamiales,SCROP,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,34030,34030,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Scrophularia lanceolata,lanceleaf figwort,NA,Scrophulariaceae,Scrophularia,Scrophularia lanceolata,Lamiales,SCLA,Species,lanceolata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,34036,34036,FALSE,4,6/14/2012,6/14/2012,FALSE,Pursh,FALSE,FALSE,FALSE,3
Scutellaria,Huachuca skulcap,NA,Lamiaceae,Scutellaria,Scutellaria,Lamiales,SCUTE,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,32764,32764,FALSE,4.5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Scutellaria galericulata,marsh scullcap,NA,Lamiaceae,Scutellaria,Scutellaria galericulata,Lamiales,SCGA,Species,galericulata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,32798,32798,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Scutellaria lateriflora,blue skullcap,NA,Lamiaceae,Scutellaria,Scutellaria lateriflora,Lamiales,SCLA2,Species,lateriflora,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,32765,32765,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Sibbaldiopsis tridentata,shrubby fivefingers,NA,Rosaceae,Sibbaldiopsis,Sibbaldiopsis tridentata,Rosales,SITR3,Species,tridentata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,505198,505198,FALSE,6,6/14/2012,6/14/2012,FALSE,(Aiton) Rydb.,FALSE,FALSE,FALSE,0
Silene antirrhina,sleepy silene,NA,Caryophyllaceae,Silene,Silene antirrhina,Caryophyllales,SIAN2,Species,antirrhina,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20045,20045,FALSE,2,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Sisyrinchium angustifolium,narrowleaf blue-eyed grass,NA,Iridaceae,Sisyrinchium,Sisyrinchium angustifolium,Asparagales,SIAN3,Species,angustifolium,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43240,43240,FALSE,3,6/14/2012,6/14/2012,FALSE,Mill.,FALSE,TRUE,FALSE,0
Sisyrinchium montanum,strict blue-eyed grass,NA,Iridaceae,Sisyrinchium,Sisyrinchium montanum,Asparagales,SIMO2,Species,montanum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43269,43269,FALSE,2,6/14/2012,6/14/2012,FALSE,Greene,FALSE,FALSE,FALSE,0
Sium suave,hemlock waterparsnip,NA,Apiaceae,Sium,Sium suave,Apiales,SISU2,Species,suave,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,29558,29558,FALSE,5,6/14/2012,6/14/2012,FALSE,Walter,FALSE,FALSE,FALSE,-5
Solanum dulcamara,climbing nightshade,NA,Solanaceae,Solanum,Solanum dulcamara,Solanales,SODU,Species,dulcamara,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,30414,30414,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Solidago,goldenrod species,NA,Asteraceae,Solidago,Solidago,Asterales,SOLID,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36223,36223,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Solidago bicolor,white goldenrod,NA,Asteraceae,Solidago,Solidago bicolor,Asterales,SOBI,Species,bicolor,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36234,36234,FALSE,3,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Solidago canadensis,Canada goldenrod,NA,Asteraceae,Solidago,Solidago canadensis,Asterales,SOCA6,Species,canadensis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36224,36224,FALSE,2,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Solidago flexicaulis,zigzag goldenrod,NA,Asteraceae,Solidago,Solidago flexicaulis,Asterales,SOFL2,Species,flexicaulis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36257,36257,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Solidago gigantea,giant goldenrod,NA,Asteraceae,Solidago,Solidago gigantea,Asterales,SOGI,Species,gigantea,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36259,36259,FALSE,3,6/14/2012,6/14/2012,FALSE,Aiton,FALSE,FALSE,FALSE,-3
Solidago nemoralis,gray goldenrod,NA,Asteraceae,Solidago,Solidago nemoralis,Asterales,SONE,Species,nemoralis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36281,36281,FALSE,3,6/14/2012,6/14/2012,FALSE,Aiton,FALSE,FALSE,FALSE,0
Solidago puberula,downy goldenrod,NA,Asteraceae,Solidago,Solidago puberula,Asterales,SOPU,Species,puberula,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36294,36294,FALSE,4,6/14/2012,6/14/2012,FALSE,Nutt.,FALSE,FALSE,FALSE,3
Solidago rugosa,wrinkleleaf goldenrod,NA,Asteraceae,Solidago,Solidago rugosa,Asterales,SORU2,Species,rugosa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36299,36299,FALSE,3,6/14/2012,6/14/2012,FALSE,Mill.,FALSE,FALSE,FALSE,0
Solidago simplex,Rand's goldenrod,NA,Asteraceae,Solidago,Solidago simplex,Asterales,SOSI3,Species,simplex,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,505288,505288,FALSE,7,7/22/2022 13:10,7/22/2022 13:10,FALSE,Kunth,FALSE,FALSE,FALSE,3
Solidago squarrosa,stout goldenrod,NA,Asteraceae,Solidago,Solidago squarrosa,Asterales,SOSQ,Species,squarrosa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36314,36314,FALSE,6,6/14/2012,6/14/2012,FALSE,Nutt.,FALSE,FALSE,FALSE,0
Solidago uliginosa,bog goldenrod,NA,Asteraceae,Solidago,Solidago uliginosa,Asterales,SOUL,Species,uliginosa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36317,36317,FALSE,8,3/27/2014,3/27/2014,FALSE,Nutt.,FALSE,FALSE,FALSE,0
Sonchus,sow thistle,NA,Asteraceae,Sonchus,Sonchus,Asterales,SONCH,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38420,38420,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Sonchus arvensis,field sowthistle,NA,Asteraceae,Sonchus,Sonchus arvensis,Asterales,SOAR2,Species,arvensis,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,38421,38421,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Sorbus americana,American mountain ash,NA,Rosaceae,Sorbus,Sorbus americana,Rosales,SOAM3,Species,americana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25319,25319,FALSE,6,6/14/2012,6/14/2012,FALSE,Marshall,FALSE,TRUE,FALSE,0
Sorbus decora,northern mountain-ash,NA,Rosaceae,Sorbus,Sorbus decora,Rosales,SODE3,Species,decora,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,25322,25322,FALSE,6,7/25/2019,7/25/2019,FALSE,(Sarg.) C.K. Schneid.,FALSE,FALSE,FALSE,3
Sparganium,bur-reed,NA,Typhaceae,Sparganium,Sparganium,Poales,SPARG,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42312,42312,FALSE,5.75,6/14/2012,10/21/2013,FALSE,L.,FALSE,FALSE,FALSE,NA
Sparganium americanum,American bur-reed,NA,Typhaceae,Sparganium,Sparganium americanum,Poales,SPAM,Species,americanum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42313,42313,FALSE,5,6/14/2012,10/21/2013,FALSE,Nutt.,FALSE,FALSE,FALSE,-5
Sparganium angustifolium,narrowleaf bur-reed,NA,Typhaceae,Sparganium,Sparganium angustifolium,Poales,SPAN2,Species,angustifolium,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42318,42318,FALSE,6,6/14/2012,10/21/2013,FALSE,Michx.,FALSE,FALSE,FALSE,-5
Sparganium emersum,European burr-reed,NA,Typhaceae,Sparganium,Sparganium emersum,Poales,SPEM2,Species,emersum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42315,42315,FALSE,3,3/28/2014,3/28/2014,FALSE,Rehmann,FALSE,FALSE,FALSE,-5
Sparganium eurycarpum,broadfruit bur-reed,NA,Typhaceae,Sparganium,Sparganium eurycarpum,Poales,SPEU,Species,eurycarpum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42316,42316,FALSE,6,6/14/2012,10/21/2013,FALSE,Engelm.,FALSE,FALSE,FALSE,-5
Sparganium fluctuans,floating bur-reed,NA,Typhaceae,Sparganium,Sparganium fluctuans,Poales,SPFL,Species,fluctuans,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,42321,42321,FALSE,6,8/9/2023 11:36,8/9/2023 11:36,FALSE,(Engelm. ex Morong) B.L. Rob.,FALSE,FALSE,FALSE,-5
Sparganium natans,small bur-reed,NA,Typhaceae,Sparganium,Sparganium natans,Poales,SPNA,Species,natans,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,507177,507177,FALSE,6,10/24/2016,10/24/2016,FALSE,L.,FALSE,FALSE,FALSE,-5
Sphagnum,sphagnum,NA,Sphagnaceae,Sphagnum,Sphagnum,Sphagnales,SPHAG2,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,15683,15683,FALSE,NA,6/14/2012,6/14/2012,FALSE,L.,FALSE,TRUE,FALSE,NA
Spiraea alba,white meadowsweet,NA,Rosaceae,Spiraea,Spiraea alba,Rosales,SPAL2,Species,alba,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25329,25329,FALSE,3,6/14/2012,10/21/2013,FALSE,Du Roi,FALSE,FALSE,FALSE,-3
Spiraea tomentosa,steeplebush,NA,Rosaceae,Spiraea,Spiraea tomentosa,Rosales,SPTO2,Species,tomentosa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25342,25342,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-3
Spiranthes,ladies'-tresses,NA,Orchidaceae,Spiranthes,Spiranthes,Asparagales,SPIRA2,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43443,43443,FALSE,3,6/14/2012,6/14/2012,FALSE,Rich.,FALSE,FALSE,FALSE,NA
Spiranthes cernua,nodding ladies'-tresses,NA,Orchidaceae,Spiranthes,Spiranthes cernua,Asparagales,SPCE,Species,cernua,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43444,43444,FALSE,3,6/14/2012,6/14/2012,FALSE,(L.) Rich.,FALSE,FALSE,FALSE,-3
Spiranthes lacera,northern slender ladies'-tresses,NA,Orchidaceae,Spiranthes,Spiranthes lacera,Asparagales,SPLA4,Species,lacera,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43464,43464,FALSE,3,6/14/2012,6/14/2012,FALSE,(Raf.) Raf.,FALSE,FALSE,FALSE,0
Stellaria graminea,grass-like starwort,NA,Caryophyllaceae,Stellaria,Stellaria graminea,Caryophyllales,STGR,Species,graminea,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20181,20181,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,5
Stellaria longifolia,longleaf starwort,NA,Caryophyllaceae,Stellaria,Stellaria longifolia,Caryophyllales,STLO,Species,longifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20185,20185,FALSE,4,6/14/2012,6/14/2012,FALSE,Muhl. ex Willd.,FALSE,FALSE,FALSE,-3
Stellaria media,chickweed,NA,Caryophyllaceae,Stellaria,Stellaria media,Caryophyllales,STME2,Species,media,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,20169,20169,FALSE,0,6/14/2012,6/14/2012,FALSE,(L.) Vill.,FALSE,FALSE,FALSE,3
Symphyotrichum,aster,NA,Asteraceae,Symphyotrichum,Symphyotrichum,Asterales,SYMPH4,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,564906,564906,FALSE,2.6,6/14/2012,6/14/2012,FALSE,Nees,FALSE,FALSE,FALSE,NA
Symphyotrichum cordifolium,common blue wood aster,NA,Asteraceae,Symphyotrichum,Symphyotrichum cordifolium,Asterales,SYCO4,Species,cordifolium,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,522193,522193,FALSE,2,6/14/2012,6/14/2012,FALSE,(L.) G.L. Nesom,FALSE,FALSE,FALSE,0
Symphyotrichum lanceolatum,white panicle aster,NA,Asteraceae,Symphyotrichum,Symphyotrichum lanceolatum,Asterales,SYLA6,Species,lanceolatum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,522219,522219,FALSE,2,6/14/2012,6/14/2012,FALSE,(Willd.) G.L. Nesom,FALSE,FALSE,FALSE,-3
Symphyotrichum lateriflorum,calico aster,NA,Asteraceae,Symphyotrichum,Symphyotrichum lateriflorum,Asterales,SYLA4,Species,lateriflorum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,522220,522220,FALSE,2,6/14/2012,6/14/2012,FALSE,(L.) ├ü. L├╢ve & D. L├╢ve,FALSE,FALSE,FALSE,0
Symphyotrichum novae-angliae,New England aster,NA,Asteraceae,Symphyotrichum,Symphyotrichum novae-angliae,Asterales,SYNO2,Species,novae-angliae,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,522226,522226,FALSE,2,6/14/2012,6/14/2012,FALSE,(L.) G.L. Nesom,FALSE,FALSE,FALSE,-3
Symphyotrichum novi-belgii,New York aster,NA,Asteraceae,Symphyotrichum,Symphyotrichum novi-belgii,Asterales,SYNO3,Species,novi-belgii,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,522227,522227,FALSE,4,6/14/2012,6/14/2012,FALSE,(L.) G.L. Nesom,FALSE,FALSE,FALSE,-3
Symphyotrichum pilosum,hairy white oldfield aster,NA,Asteraceae,Symphyotrichum,Symphyotrichum pilosum,Asterales,SYPI2,Species,pilosum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,522234,522234,FALSE,3,6/14/2012,10/21/2013,FALSE,(Willd.) G.L. Nesom,FALSE,FALSE,FALSE,3
Symphyotrichum puniceum,purplestem aster,NA,Asteraceae,Symphyotrichum,Symphyotrichum puniceum,Asterales,SYPU,Species,puniceum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,522241,522241,FALSE,3,6/14/2012,10/21/2013,FALSE,(L.) ├ü. L├╢ve & D. L├╢ve,FALSE,FALSE,FALSE,-5
Symplocarpus foetidus,skunk cabbage,NA,Araceae,Symplocarpus,Symplocarpus foetidus,Alismatales,SYFO,Species,foetidus,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,811065,811065,FALSE,6,10/22/2013,10/22/2013,FALSE,(L.) Salisb. ex W.P.C. Barton,FALSE,TRUE,FALSE,-5
Tanacetum vulgare,common tansy,NA,Asteraceae,Tanacetum,Tanacetum vulgare,Asterales,TAVU,Species,vulgare,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36328,36328,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,3
Taraxacum officinale,common dandelion,NA,Asteraceae,Taraxacum,Taraxacum officinale,Asterales,TAOF,Species,officinale,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,36213,36213,FALSE,0,6/14/2012,6/14/2012,FALSE,F.H. Wigg.,FALSE,FALSE,FALSE,3
Taxus canadensis,Canada yew,NA,Taxaceae,Taxus,Taxus canadensis,Cupressales,TACA7,Species,canadensis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,194885,194885,FALSE,6,6/14/2012,6/14/2012,FALSE,Marsh.,FALSE,FALSE,FALSE,3
Thalictrum pubescens,king of the meadow,NA,Ranunculaceae,Thalictrum,Thalictrum pubescens,Ranunculales,THPU2,Species,pubescens,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,18678,18678,FALSE,3,6/14/2012,6/14/2012,FALSE,Pursh,FALSE,FALSE,FALSE,-3
Thelypteris noveboracensis,New York fern,NA,Thelypteridaceae,Thelypteris,Thelypteris noveboracensis,Polypodiales,THNO,Species,noveboracensis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17261,17261,FALSE,3,6/14/2012,6/14/2012,FALSE,(L.) Nieuwl.,FALSE,TRUE,FALSE,0
Thelypteris palustris,eastern marsh fern,NA,Thelypteridaceae,Thelypteris,Thelypteris palustris,Polypodiales,THPA,Species,palustris,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17251,17251,FALSE,3,6/14/2012,6/14/2012,FALSE,Schott,FALSE,FALSE,FALSE,-3
Thuja occidentalis,eastern white cedar,NA,Cupressaceae,Thuja,Thuja occidentalis,Cupressales,THOC2,Species,occidentalis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,505490,505490,FALSE,3,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-3
Thymus,thyme,NA,Lamiaceae,Thymus,Thymus,Lamiales,THYMU,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,32820,32820,FALSE,0,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Thymus pulegioides,lemon thyme,NA,Lamiales,Thymus,Thymus pulegioides,Lamiales,THPU5,Species,pulegioides,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,505500,505500,FALSE,0,8/23/2024,8/23/2024,FALSE,L.,FALSE,FALSE,FALSE,0
Torreyochloa pallida,pale false mannagrass,NA,Poaceae,Torreyochloa,Torreyochloa pallida,Poales,TOPA6,Species,pallida,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,505539,505539,FALSE,6,6/14/2012,10/21/2013,FALSE,(Torr.) G.L. Church,FALSE,FALSE,FALSE,-5
Toxicodendron radicans,eastern poison ivy,NA,Anacardiaceae,Toxicodendron,Toxicodendron radicans,Sapindales,TORA2,Species,radicans,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28821,28821,TRUE,3,6/14/2012,6/14/2012,FALSE,(L.) Kuntze,FALSE,TRUE,FALSE,0
Toxicodendron rydbergii,poison ivy,NA,Anacardiaceae,Toxicodendron,Toxicodendron rydbergii,Sapindales,TORY,Species,rydbergii,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28822,28822,TRUE,5,6/14/2012,6/14/2012,FALSE,(Small ex Rydb.) Greene,FALSE,FALSE,FALSE,0
