Accepted_Latin_Name,Common,Created_By,Family,Genus,Latin_Name,Order,PLANTS_Code,Rank_Name,Species,Subspecies,Synonym,Updated_By,ACAD_ED,Accepted_Found,Aquatic,Exotic,Fern_Ally,Graminoid,Herbaceous,Moss_Lichen,Shrub,Tree,TSN,TSN_Accepted,Vine,CoC_ME_ACAD,Created_Date,Updated_Date,Invasive,Author,Canopy_Exclusion,Favorites,Protected_species,Coef_wetness
Dennstaedtia punctilobula,eastern hayscented fern,NA,Dennstaedtiaceae,Dennstaedtia,Dennstaedtia punctilobula,Polypodiales,DEPU2,Species,punctilobula,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17491,17491,FALSE,2,6/14/2012,6/14/2012,FALSE,(Michx.) T. Moore,FALSE,TRUE,FALSE,5
Deparia acrostichoides,silver false spleenwort,NA,Woodsiaceae,Deparia,Deparia acrostichoides,Polypodiales,DEAC4,Species,acrostichoides,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,501994,501994,FALSE,5,6/14/2012,10/21/2013,FALSE,(Sw.) M. Kato,FALSE,FALSE,FALSE,0
Dichanthelium,rosette grass,NA,Poaceae,Dichanthelium,Dichanthelium,Poales,DICHA2,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41645,41645,FALSE,2.75,6/14/2012,10/21/2013,FALSE,(Hitchc. & Chase) Gould,FALSE,FALSE,FALSE,NA
Dichanthelium acuminatum,tapered rosette grass,NA,Poaceae,Dichanthelium,Dichanthelium acuminatum,Poales,DIAC2,Species,acuminatum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41646,41646,FALSE,4,6/14/2012,10/21/2013,FALSE,(Sw.) Gould & C.A. Clark,FALSE,FALSE,FALSE,0
Dichanthelium boreale,northern panicgrass,NA,Poaceae,Dichanthelium,Dichanthelium boreale,Poales,DIBO,Species,boreale,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41654,41654,FALSE,3,6/14/2012,10/21/2013,FALSE,(Nash) Freckmann,FALSE,FALSE,FALSE,0
Dichanthelium depauperatum,starved panicgrass,NA,Poaceae,Dichanthelium,Dichanthelium depauperatum,Poales,DIDE4,Species,depauperatum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41658,41658,FALSE,4,6/14/2012,10/21/2013,FALSE,(Muhl.) Gould,FALSE,FALSE,FALSE,0
Dichanthelium dichotomum,cypress panicgrass,NA,Poaceae,Dichanthelium,Dichanthelium dichotomum,Poales,DIDI6,Species,dichotomum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,41659,41659,FALSE,0,6/14/2012,10/21/2013,FALSE,(L.) Gould,FALSE,TRUE,FALSE,0
Diervilla lonicera,northern bush honeysuckle,NA,Diervillaceae,Diervilla,Diervilla lonicera,Dipsacales,DILO,Species,lonicera,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,35310,35310,FALSE,4,6/14/2012,6/14/2012,FALSE,Mill.,FALSE,FALSE,FALSE,0
Digitaria ischaemum,smooth crabgrass,NA,Poaceae,Digitaria,Digitaria ischaemum,Poales,DIIS,Species,ischaemum,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40637,40637,FALSE,0,6/14/2012,10/21/2013,FALSE,(Schreb.) Muhl.,FALSE,FALSE,FALSE,3
Digitaria sanguinalis,hairy crabgrass,NA,Poaceae,Digitaria,Digitaria sanguinalis,Poales,DISA,Species,sanguinalis,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40604,40604,FALSE,0,6/14/2012,10/21/2013,FALSE,(L.) Scop.,FALSE,FALSE,FALSE,3
Doellingeria umbellata,parasol whitetop,NA,Asteraceae,Doellingeria,Doellingeria umbellata,Asterales,DOUM2,Species,umbellata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,508093,508093,FALSE,3,6/14/2012,6/14/2012,FALSE,(Mill.) Nees,FALSE,FALSE,FALSE,-3
Drosera intermedia,spoonleaf sundew,NA,Droseraceae,Drosera,Drosera intermedia,Caryophyllanae,DRIN3,NA,intermedia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22013,22013,FALSE,5,7/1/2014,7/1/2014,FALSE,Hayne,FALSE,FALSE,FALSE,-5
Drosera rotundifolia,round-leaf sundew,NA,Droseraceae,Drosera,Drosera rotundifolia,Caryophyllales,DRRO,Species,rotundifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,22017,22017,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Dryopteris,woodfern,NA,Dryopteridaceae,Dryopteris,Dryopteris,Polypodiales,DRYOP,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17519,17519,FALSE,5,6/14/2012,6/14/2012,FALSE,Adans.,FALSE,FALSE,FALSE,NA
Dryopteris campyloptera,mountain woodfern,NA,Dryopteridaceae,Dryopteris,Dryopteris campyloptera,Polypodiales,DRCA3,Species,campyloptera,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17527,17527,FALSE,6,8/3/2018,8/3/2018,FALSE,Clarkson,FALSE,FALSE,FALSE,3
Dryopteris carthusiana,spinulose wood fern,NA,Dryopteridaceae,Dryopteris,Dryopteris carthusiana,Polypodiales,DRCA11,Species,carthusiana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,502157,502157,FALSE,4,6/14/2012,6/14/2012,FALSE,(Vill.) H.P. Fuchs,FALSE,TRUE,FALSE,-3
Dryopteris clintoniana,clinton woodfern,NA,Dryopteridaceae,Dryopteris,Dryopteris clintoniana,Polypodiales,DRCL,Species,clintoniana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17530,17530,FALSE,6,6/14/2012,6/14/2012,FALSE,(D.C. Eaton) Dowell,FALSE,FALSE,FALSE,-3
Dryopteris cristata,crested woodfern,NA,Dryopteridaceae,Dryopteris,Dryopteris cristata,Polypodiales,DRCR4,Species,cristata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17531,17531,FALSE,6,6/14/2012,6/14/2012,FALSE,(L.) A. Gray,FALSE,TRUE,FALSE,-5
Dryopteris intermedia,intermediate woodfern,NA,Dryopteridaceae,Dryopteris,Dryopteris intermedia,Polypodiales,DRIN5,Species,intermedia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17538,17538,FALSE,4,6/14/2012,6/14/2012,FALSE,(Muhl. ex Willd.) A. Gray,FALSE,FALSE,FALSE,0
Dryopteris marginalis,marginal woodfern,NA,Dryopteridaceae,Dryopteris,Dryopteris marginalis,Polypodiales,DRMA4,Species,marginalis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17541,17541,FALSE,5,6/14/2012,6/14/2012,FALSE,(L.) A. Gray,FALSE,FALSE,FALSE,3
Dulichium arundinaceum,threeway sedge,NA,Cyperaceae,Dulichium,Dulichium arundinaceum,Poales,DUAR3,Species,arundinaceum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40009,40009,FALSE,5,6/14/2012,10/22/2013,FALSE,(L.) Britton,FALSE,FALSE,FALSE,-5
Echinochloa crus-galli,barnyardgrass,NA,Poaceae,Echinochloa,Echinochloa crus-galli,Poales,ECCR,Species,crus-galli,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,502210,502210,FALSE,0,6/14/2012,10/21/2013,FALSE,(L.) P. Beauv.,FALSE,FALSE,FALSE,0
Eleocharis,spikerush,NA,Cyperaceae,Eleocharis,Eleocharis,Poales,ELEOC,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40010,40010,FALSE,4,6/14/2012,10/22/2013,FALSE,R. Br.,FALSE,FALSE,FALSE,-5
Eleocharis acicularis,needle spikerush,NA,Cyperaceae,Eleocharis,Eleocharis acicularis,Poales,ELAC,Species,acicularis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40025,40025,FALSE,4,6/14/2012,10/22/2013,FALSE,(L.) Roem. & Schult.,FALSE,FALSE,FALSE,-5
Eleocharis elliptica,elliptic spikerush,NA,Cyperaceae,Eleocharis,Eleocharis elliptica,Poales,ELEL4,Species,elliptica,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,502236,502236,FALSE,4,8/8/2024 15:00,8/8/2024 15:00,FALSE,Kunth,FALSE,FALSE,FALSE,-5
Eleocharis intermedia,matted spikerush,NA,Cyperaceae,Eleocharis,Eleocharis intermedia,Poales,ELIN,Species,intermedia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40047,40047,FALSE,5,6/14/2012,10/22/2013,FALSE,Schult.,FALSE,FALSE,FALSE,-5
Eleocharis obtusa,blunt spikerush,NA,Cyperaceae,Eleocharis,Eleocharis obtusa,Poales,ELOB2,Species,obtusa,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40017,40017,FALSE,2,6/14/2012,10/22/2013,FALSE,(Willd.) Schult.,FALSE,FALSE,FALSE,-5
Eleocharis ovata,ovate spikerush,NA,Cyperaceae,Eleocharis,Eleocharis ovata,Poales,ELOV,Species,ovata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40061,40061,FALSE,4,6/14/2012,10/22/2013,FALSE,(Roth) Roem. & Schult.,FALSE,FALSE,FALSE,0
Eleocharis palustris,spikesedge,NA,Cyperaceae,Eleocharis,Eleocharis palustris,Poales,ELPA3,Species,palustris,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40019,40019,FALSE,6,6/14/2012,10/22/2013,FALSE,(L.) Roem. & Schult.,FALSE,FALSE,FALSE,-5
Eleocharis tenuis,slender spikerush,NA,Cyperaceae,Eleocharis,Eleocharis tenuis,Poales,ELTE,Species,tenuis,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40070,40070,FALSE,3,6/14/2012,10/22/2013,FALSE,(Willd.) Schult.,FALSE,FALSE,FALSE,-3
Empetrum nigrum,black crowberry,NA,Ericaceae,Empetrum,Empetrum nigrum,Ericales,EMNI,Species,nigrum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23743,23743,FALSE,7,6/14/2012,10/24/2013,FALSE,L.,FALSE,FALSE,FALSE,0
Epifagus virginiana,beechdrops,NA,Orobanchaceae,Epifagus,Epifagus virginiana,Lamiales,EPVI2,Species,virginiana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,34276,34276,FALSE,5,6/14/2012,6/14/2012,FALSE,(L.) W.P.C. Barton,FALSE,TRUE,FALSE,0
Epigaea repens,trailing arbutus,NA,Ericaceae,Epigaea,Epigaea repens,Ericales,EPRE2,Species,repens,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,23646,23646,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Epilobium,willow weed,NA,Onagraceae,Epilobium,Epilobium,Myrtales,EPILO,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27280,27280,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Epilobium ciliatum,fringed willowherb,NA,Onagraceae,Epilobium,Epilobium ciliatum,Myrtales,EPCI,Species,ciliatum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27293,27293,FALSE,3,6/14/2012,6/14/2012,FALSE,Raf.,FALSE,FALSE,FALSE,-3
Epilobium coloratum,purpleleaf willowherb,NA,Onagraceae,Epilobium,Epilobium coloratum,Myrtales,EPCO,Species,coloratum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27298,27298,FALSE,3,6/14/2012,6/14/2012,FALSE,Biehler,FALSE,FALSE,FALSE,-5
Epilobium leptophyllum,bog willowherb,NA,Onagraceae,Epilobium,Epilobium leptophyllum,Myrtales,EPLE2,Species,leptophyllum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27311,27311,FALSE,4,3/27/2014,3/27/2014,FALSE,Raf.,FALSE,FALSE,FALSE,-5
Epilobium palustre,marsh willowherb,NA,Onagraceae,Epilobium,Epilobium palustre,Myrtales,EPPA,Species,palustre,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,27320,27320,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Epipactis helleborine,broadleaf helleborine,NA,Orchidaceae,Epipactis,Epipactis helleborine,Asparagales,EPHE,Species,helleborine,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,43482,43482,FALSE,0,6/14/2012,6/14/2012,FALSE,(L.) Crantz,FALSE,TRUE,FALSE,5
Equisetum,horsetail,NA,Equisetaceae,Equisetum,Equisetum,Equisetales,EQUIS,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17148,17148,FALSE,4.3,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Equisetum arvense,field horsetail,NA,Equisetaceae,Equisetum,Equisetum arvense,Equisetales,EQAR,Species,arvense,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17152,17152,FALSE,2,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Equisetum fluviatile,water horsetail,NA,Equisetaceae,Equisetum,Equisetum fluviatile,Equisetales,EQFL,Species,fluviatile,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17150,17150,FALSE,6,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-5
Equisetum hyemale,scouringrush horsetail,NA,Equisetaceae,Equisetum,Equisetum hyemale,Equisetales,EQHY,Species,hyemale,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17154,17154,FALSE,2,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,0
Equisetum palustre,marsh horsetail,NA,Equisetaceae,Equisetum,Equisetum palustre,Equisetales,EQPA,Species,palustre,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17153,17153,FALSE,6,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-3
Equisetum pratense,meadow horsetail,NA,Equisetaceae,Equisetum,Equisetum pratense,Equisetales,EQPR,Species,pratense,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17159,17159,FALSE,3,6/14/2012,6/14/2012,FALSE,Ehrh.,FALSE,FALSE,FALSE,-3
Equisetum scirpoides,dwarf scouringrush,NA,Equisetaceae,Equisetum,Equisetum scirpoides,Equisetales,EQSC,Species,scirpoides,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17151,17151,FALSE,6,6/14/2012,6/14/2012,FALSE,Michx.,FALSE,FALSE,FALSE,0
Equisetum sylvaticum,woodland horsetail,NA,Equisetaceae,Equisetum,Equisetum sylvaticum,Equisetales,EQSY,Species,sylvaticum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,17161,17161,FALSE,5,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,-3
Erechtites hieraciifolius,burnweed,NA,Asteraceae,Erechtites,Erechtites hieraciifolius,Asterales,ERHI12,Species,hieraciifolius,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,780297,780297,FALSE,2,8/1/2022 13:35,8/1/2022 13:35,FALSE,(L.) Raf. ex DC.,FALSE,FALSE,FALSE,0
Eriocaulon aquaticum,sevenangle pipewort,NA,Eriocaulaceae,Eriocaulon,Eriocaulon aquaticum,Poales,ERAQ2,Species,aquaticum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,502404,502404,FALSE,6,3/29/2016,3/29/2016,FALSE,(Hill) Druce,FALSE,FALSE,FALSE,-5
Eriophorum angustifolium,tall cottongrass,{85C1E403-008D-4605-B678-10F278B8E16E},Cyperaceae,Eriophorum,Eriophorum angustifolium,Poales,ERAN6,Species,angustifolium,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40080,40080,FALSE,6,8/26/2013,8/26/2013,FALSE,Honck.,FALSE,FALSE,FALSE,-5
Eriophorum tenellum,fewnerved cottongrass,{85C1E403-008D-4605-B678-10F278B8E16E},Cyperaceae,Eriophorum,Eriophorum tenellum,Poales,ERTE12,Species,tenellum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40103,40103,FALSE,7,8/26/2013,8/26/2013,FALSE,Nutt.,FALSE,FALSE,FALSE,-5
Eriophorum vaginatum,tussock cottongrass,{85C1E403-008D-4605-B678-10F278B8E16E},Cyperaceae,Eriophorum,Eriophorum vaginatum,Poales,ERVA4,Species,vaginatum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40104,40104,FALSE,6,8/26/2013,8/26/2013,FALSE,L.,FALSE,FALSE,FALSE,-5
Eriophorum virginicum,tawny cottongrass,{85C1E403-008D-4605-B678-10F278B8E16E},Cyperaceae,Eriophorum,Eriophorum virginicum,Poales,ERVI8,Species,virginicum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40105,40105,FALSE,6,8/26/2013,8/26/2013,FALSE,L.,FALSE,FALSE,FALSE,-5
Erythronium americanum,dogtooth violet,NA,Liliaceae,Erythronium,Erythronium americanum,Liliales,ERAM5,Species,americanum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,196365,196365,FALSE,5,6/14/2012,6/14/2012,FALSE,Ker Gawl.,FALSE,FALSE,FALSE,0
Eupatorium perfoliatum,common boneset,NA,Asteraceae,Eupatorium,Eupatorium perfoliatum,Asterales,EUPE3,Species,perfoliatum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,35980,35980,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,TRUE,FALSE,-3
Eurybia divaricata,white wood aster,NA,Asteraceae,Eurybia,Eurybia divaricata,Asterales,EUDI16,Species,divaricata,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,513440,513440,FALSE,0,6/14/2012,6/14/2012,FALSE,(L.) G.L. Nesom,FALSE,TRUE,FALSE,0
Eurybia macrophylla,bigleaf aster,NA,Asteraceae,Eurybia,Eurybia macrophylla,Asterales,EUMA27,Species,macrophylla,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,513449,513449,FALSE,4,6/14/2012,6/14/2012,FALSE,(L.) Cass.,FALSE,FALSE,FALSE,5
Eurybia radula,low rough aster,NA,Asteraceae,Eurybia,Eurybia radula,Asterales,EURA10,Species,radula,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,513455,513455,FALSE,6,3/28/2014,3/28/2014,FALSE,(Aiton) G.L. Nesom,FALSE,FALSE,FALSE,-5
Euthamia graminifolia,flattop goldentop,NA,Asteraceae,Euthamia,Euthamia graminifolia,Asterales,EUGR5,Species,graminifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,37352,37352,FALSE,2,6/14/2012,6/14/2012,FALSE,(L.) Nutt.,FALSE,FALSE,FALSE,0
Eutrochium dubium,coastalplain joepyeweed,NA,Asteraceae,Eutrochium,Eutrochium dubium,Asterales,EUDU6,Species,dubium,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,780331,780331,FALSE,5,10/22/2013,10/22/2013,FALSE,(Willd. ex Poir.) E.E. Lamont,FALSE,FALSE,FALSE,0
Eutrochium maculatum,spotted joepyeweed,{8330C84C-E3CB-45E0-99A3-133519C3A7AD},Asteraceae,Eutrochium,Eutrochium maculatum,Asterales,EUMA9,Species,maculatum,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,780333,780333,FALSE,4,10/11/2012,10/11/2012,FALSE,(L.) E.E. Lamont,FALSE,FALSE,FALSE,0
Fagus grandifolia,American beech,NA,Fagaceae,Fagus,Fagus grandifolia,Fagales,FAGR,Species,grandifolia,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,19462,19462,FALSE,4,6/14/2012,6/14/2012,FALSE,Ehrh.,FALSE,TRUE,FALSE,3
Fallopia japonica,Japanese knotweed,{85C1E403-008D-4605-B678-10F278B8E16E},Polygonaceae,Fallopia,Fallopia japonica,Caryophyllales,FAJA2,Species,japonica,NA,Polygonum cuspidatum,{85C1E403-008D-4605-B678-10F278B8E16E},FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,565897,565897,FALSE,0,9/17/2013,9/17/2013,TRUE,(Houtt.) Ronse Decr.,FALSE,TRUE,FALSE,0
Fallopia scandens,climbing false buckwheat,NA,Polygonaceae,Fallopia,Fallopia scandens,Caryophyllales,FASC,Species,scandens,NA,Polygonum scandens,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,513512,513512,FALSE,4,9/19/2013,9/19/2013,FALSE,(L.) Holub,FALSE,FALSE,FALSE,0
Festuca,fescue,NA,Poaceae,Festuca,Festuca,Poales,FESTU,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40792,40792,FALSE,1,6/14/2012,10/21/2013,FALSE,L.,FALSE,FALSE,FALSE,NA
Festuca filiformis,fineleaf sheep fescue,NA,Poaceae,Festuca,Festuca filiformis,Poales,FEFI,Species,filiformis,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,565187,565187,FALSE,0,6/14/2012,10/21/2013,FALSE,Pourr.,FALSE,FALSE,FALSE,0
Festuca rubra,red fescue,NA,Poaceae,Festuca,Festuca rubra,Poales,FERU2,Species,rubra,NA,Festuca rubra spp. pruinosa,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,40796,40796,FALSE,2,6/14/2012,10/21/2013,FALSE,L.,FALSE,FALSE,FALSE,3
Fragaria,strawberry,NA,Rosaceae,Fragaria,Fragaria,Rosales,FRAGA,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,24624,24624,FALSE,3,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Fragaria vesca,woodland strawberry,NA,Rosaceae,Fragaria,Fragaria vesca,Rosales,FRVE,Species,vesca,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,24634,24634,FALSE,4,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,5
Fragaria virginiana,Virginia strawberry,NA,Rosaceae,Fragaria,Fragaria virginiana,Rosales,FRVI,Species,virginiana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,24639,24639,FALSE,2,6/14/2012,6/14/2012,FALSE,Duchesne,FALSE,FALSE,FALSE,3
Fraxinus,ash,NA,Oleaceae,Fraxinus,Fraxinus,Lamiales,FRAXI,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,32928,32928,FALSE,3,6/14/2012,6/14/2012,FALSE,L.,FALSE,FALSE,FALSE,NA
Fraxinus americana,white ash,NA,Oleaceae,Fraxinus,Fraxinus americana,Lamiales,FRAM2,Species,americana,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,32931,32931,FALSE,3,6/14/2012,6/14/2012,FALSE,L.,FALSE,TRUE,FALSE,3
Fraxinus nigra,black ash,NA,Oleaceae,Fraxinus,Fraxinus nigra,Lamiales,FRNI,Species,nigra,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,32945,32945,FALSE,6,6/14/2012,6/14/2012,FALSE,Marsh.,FALSE,FALSE,FALSE,-3
Fraxinus pennsylvanica,green ash,NA,Oleaceae,Fraxinus,Fraxinus pennsylvanica,Lamiales,FRPE,Species,pennsylvanica,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,32929,32929,FALSE,3,6/14/2012,6/14/2012,FALSE,Marsh.,FALSE,TRUE,FALSE,-3
Galium,bedstraw,NA,Rubiaceae,Galium,Galium,Gentianales,GALIU,Genus,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,34796,34796,FALSE,3.6,6/14/2012,6/14/2012,FALSE,L.,FALSE,TRUE,FALSE,NA
